#,Stage,Match,Battle ID,Blue Team,Ban 1,Ban 2,Ban 3,Pick 1,Pick 2,Pick 3,Ban 4,Ban 5,Pick 4,Pick 5,Gold Player,Gold Hero,Gold Kills,Gold Deaths,Gold Assists,Gold Gold,Gold Damage,Gold Turret,Gold Dmg Taken,Jungler Player,Jungler Hero,Jungler Kills,Jungler Deaths,Jungler Assists,Jungler Gold,Jungler Damage,Jungler Turret,Jungler Dmg Taken,EXP Laner Player,EXP Laner Hero,EXP Laner Kills,EXP Laner Deaths,EXP Laner Assists,EXP Laner Gold,EXP Laner Damage,EXP Laner Turret,EXP Laner Dmg Taken,Mid Laner Player,Mid Laner Hero,Mid Laner Kills,Mid Laner Deaths,Mid Laner Assists,Mid Laner Gold,Mid Laner Damage,Mid Laner Turret,Mid Laner Dmg Taken,Roamer Player,Roamer Hero,Roamer Kills,Roamer Deaths,Roamer Assists,Roamer Gold,Roamer Damage,Roamer Turret,Roamer Dmg Taken,Red Team,Ban 1,Ban 2,Ban 3,Pick 1,Pick 2,Pick 3,Ban 4,Ban 5,Pick 4,Pick 5,Gold Player,Gold Hero,Gold Kills,Gold Deaths,Gold Assists,Gold Gold,Gold Damage,Gold Turret,Gold Dmg Taken,Jungler Player,Jungler Hero,Jungler Kills,Jungler Deaths,Jungler Assists,Jungler Gold,Jungler Damage,Jungler Turret,Jungler Dmg Taken,EXP Laner Player,EXP Laner Hero,EXP Laner Kills,EXP Laner Deaths,EXP Laner Assists,EXP Laner Gold,EXP Laner Damage,EXP Laner Turret,EXP Laner Dmg Taken,Mid Laner Player,Mid Laner Hero,Mid Laner Kills,Mid Laner Deaths,Mid Laner Assists,Mid Laner Gold,Mid Laner Damage,Mid Laner Turret,Mid Laner Dmg Taken,Roamer Player,Roamer Hero,Roamer Kills,Roamer Deaths,Roamer Assists,Roamer Gold,Roamer Damage,Roamer Turret,Roamer Dmg Taken,Game Duration,Winner,Include
307,WC BOTG Min 2,2,731321314647993465,ADDURABLE,,,,,,,,,,,[ADDU] Odysseus.,Karrie,9,1,5,21453,89410,8299,87557,[ADDU] Yves Saint Laurent,Fanny,3,5,4,17270,36327,0,84785,[ADDU] Yanfeixyz,Kalea,1,9,16,12328,26095,258,223793,[ADDU] Miniberry,Cecilion,5,2,10,16655,98193,976,72331,[ADDU] ᴊᴜɴɪᴏʀ.,Mathilda,1,3,16,12410,28107,1244,134031,TEAM 7,,,,,,,,,,,[TM7] Paоlо.,Harith,5,5,5,17006,80072,8226,96864,[TM7] Meowmere,Ling,10,2,6,20037,55522,9232,78328,[TM7] Khalil,Baxia,0,4,11,12733,30597,0,215401,[TM7] Feiyun,Novaria,5,1,11,13851,140278,1580,15562,[TM7] Filix,Tigreal,0,7,11,11114,15685,382,202036,15:25:00,Blue,
308,WC BOTG Min 2,3,731771818062640992,TEAM 7,,,,,,,,,,,[TM7] Paоlо.,Granger,8,1,6,12183,64475,9030,29759,[TM7] Meowmere,Lukas,5,2,8,9666,37385,7638,46865,[TM7] Khalil,Badang,4,0,4,9938,17603,1293,30960,[TM7] Feiyun,Faramis,2,0,13,8753,48435,5499,39485,[TM7] Filix,Kalea,1,0,15,7392,13264,2404,48378,ADDURABLE,,,,,,,,,,,[ADDU] Odysseus.,Karrie,0,3,1,8564,18409,0,44272,[ADDU] Yves Saint Laurent,Ling,1,4,1,9540,12402,1096,31057,[ADDU] Yanfeixyz,Gloo,0,7,0,6245,16051,0,118036,[ADDU] Miniberry,Novaria,0,2,2,7991,46703,2904,18302,[ADDU] ᴊᴜɴɪᴏʀ.,Mathilda,2,4,1,6494,13876,0,69362,17:03:00,Blue,
309,WC BOTG Min 3,1,746270592566918453,USEP Arctic,,,,,,,,,,,[USEP] GUTSS,Granger,16,1,5,13359,64964,9716,22671,[USEP] BBBBBBB,Lukas,4,1,17,11771,62647,14089,51103,[USEP] Vshone,Baxia,4,4,14,7040,30413,1732,98620,[USEP] MYSO.,Selena,2,0,13,7157,37735,3315,15189,[USEP] Dari,Chou,5,3,13,6968,16791,563,51480,Sarimanok Esports - Kampilan,,,,,,,,,,,[SME] WAZAAA,Kimmy,1,4,0,6991,26492,4811,34026,[SME] Khai.,Hayabusa,4,5,2,7359,31820,0,41000,[SME] arcн |• pєαnut,Cici,1,8,2,5513,22314,0,74381,[SME] ARMIN.,Valentina,1,6,2,5997,36888,0,55079,[SME] Commander,Tigreal,0,8,2,5093,8750,0,95704,12:42:00,Blue,
310,WC BOTG Min 3,2,746599599946695349,USEP Arctic,,,,,,,,,,,[USEP] GUTSS,Karrie,1,2,0,6704,12223,0,23210,[USEP] BBBBBBB,Lancelot,0,6,0,5329,11235,0,37041,[USEP] Vshone,Chou,1,7,0,4377,13474,0,76486,[USEP] MYSO.,Pharsa,0,5,3,4379,30456,0,32989,[USEP] Dari,Badang,1,8,1,4375,15320,0,67837,Sarimanok Esports - Kampilan,,,,,,,,,,,[SME] WAZAAA,Kimmy,8,0,8,10017,37839,23784,12877,[SME] Khai.,Hayabusa,8,0,8,10363,45709,3615,19119,[SME] arcн |• pєαnut,Phoveus,1,1,11,7041,23388,2776,39072,[SME] ARMIN.,Luo Yi,7,1,16,7900,52715,2576,30373,[SME] Commander,Baxia,4,1,20,7095,13313,511,64932,11:10:00,Red,
311,WC BOTG Min 3,3,747313440691162663,USEP Arctic,,,,,,,,,,,[USEP] GUTSS,Brody,6,5,6,11384,45519,7587,55834,[USEP] BBBBBBB,Joy,18,1,11,14757,108824,9865,86167,[USEP] Vshone,Gatotkaca,4,5,18,9212,44204,474,189929,[USEP] MYSO.,Kimmy,3,4,18,8516,34318,908,47640,[USEP] Dari,Baxia,2,4,17,8188,30520,875,140165,Sarimanok Esports - Kampilan,,,,,,,,,,,[SME] WAZAAA,Irithel,6,5,7,10905,64248,893,62100,[SME] Khai.,Hanzo,4,5,8,9889,49895,129,60340,[SME] arcн |• pєαnut,Phoveus,1,6,9,7582,55096,2660,160070,[SME] ARMIN.,Odette,6,9,8,8533,73257,0,67810,[SME] Commander,Chip,2,8,11,7569,34883,0,133325,15:07:00,Blue,
312,WC BOTG Min 4,1,185102350493673005,DEEA - Agila,,,,,,,,,,,[DEEA] KIRR,Irithel,5,10,9,15010,132194,6623,122239,[DEEA] Oying,Fanny,12,6,6,17107,108796,3666,101343,[USeP ] KhenTzy,Phoveus,6,8,12,10546,76897,0,296014,[USeP ] Impostor.,Zhuxin,3,6,13,12589,93200,0,110128,[DEEA] Ch4kwawa,Badang,1,11,11,10598,44815,0,218485,USM Esports,,,,,,,,,,,[USM] Prince fine shyt,Granger,18,4,5,17339,143937,15623,80753,[USM] Kim Minji,Joy,13,7,14,19247,126356,1937,141718,[USM] Senna,Gloo,3,3,22,12739,52910,765,349583,[USM] Known as Jay,Selena,6,5,21,12644,84884,2131,86016,[USM] Silvs.,Hylos,1,8,32,12275,53082,904,286678,22:52:00,Red,
313,WC BOTG Min 4,2,186221021970559092,DEEA - Agila,,,,,,,,,,,[DEEA] KIRR,Harith,11,3,11,14894,113429,229,76960,[DEEA] Oying,Lukas,12,4,10,14566,83943,11446,141515,[USeP ] KhenTzy,Badang,3,6,18,10770,35825,599,153656,[USeP ] Impostor.,Zhuxin,5,7,17,11344,64460,1876,92753,[DEEA] Ch4kwawa,Mathilda,5,7,21,10584,27915,0,121660,USM Esports,,,,,,,,,,,[USM] Prince fine shyt,Granger,9,3,7,13972,77660,9139,58314,[USM] Kim Minji,Joy,7,8,8,14282,81375,4740,129867,[USM] Senna,Esmeralda,6,6,8,10562,80774,413,228814,[USM] Known as Jay,Pharsa,4,11,10,9960,76319,0,61980,[USM] Silvs.,Baxia,1,8,14,9182,26622,432,248912,20:14:00,Blue,
314,WC BOTG Min 4,3,187036039259617336,DEEA - Agila,,,,,,,,,,,[DEEA] KIRR,Harith,4,0,8,12124,58001,21982,35508,[DEEA] Oying,Ling,8,1,8,12663,69010,7149,51001,[USeP ] KhenTzy,Phoveus,3,4,7,7492,36996,1415,103124,[USeP ] Impostor.,Faramis,6,1,10,9539,51639,4506,54666,[DEEA] Ch4kwawa,Gatotkaca,1,3,14,7600,24114,1941,107856,USM Esports,,,,,,,,,,,[USM] Prince fine shyt,Granger,3,1,4,9705,47665,0,33650,[USM] Kim Minji,Hayabusa,1,6,3,7909,22450,0,48208,[USM] Senna,Gloo,2,5,2,5983,16741,0,132787,[USM] Known as Jay,Cecilion,1,4,5,6199,65022,0,50965,[USM] Silvs.,Badang,2,6,3,5878,27647,0,117404,14:25:00,Blue,
315,WC BOTG Min 5,1,732371721914680772,USEP Arctic,Phoveus,Badang,Gloo,Baxia,Kalea,Irithel,Selena,Mathilda,Pharsa,Thamuz,[USEP] GUTSS,Irithel,3,2,7,11743,58650,6670,30243,[USEP] BBBBBBB,Thamuz,2,7,10,9263,47820,2996,123956,[USEP] Vshone,Baxia,1,7,10,7372,25474,0,139697,[USEP] MYSO.,Pharsa,7,5,6,8030,50084,0,43274,[USEP] Dari,Kalea,3,9,8,7338,20121,988,112600,TEAM 7,Hayabusa,Zhuxin,Fredrinn,Lukas,Chip,Karrie,Suyou,Kimmy,Gatotkaca,Cecilion,[TM7] Paоlо.,Karrie,8,2,8,11831,64739,19658,39109,[TM7] Meowmere,Lukas,11,3,13,10803,62776,2868,73774,[TM7] Khalil,Gatotkaca,3,4,19,901,37404,3698,99051,[TM7] Feiyun,Cecilion,7,1,19,10717,74748,2083,31122,[TM7] Filix,Chip,1,6,23,7451,32484,83,106688,14:25:00,Red,
316,WC BOTG Min 5,2,732646599821626401,USEP Arctic,Mathilda,Selena,Chip,Badang,Irithel,Baxia,Cecilion,Gloo,Valir,Ling,[USEP] GUTSS,Irithel,8,4,8,11637,86028,4926,60803,[USEP] BBBBBBB,Ling,4,3,3,13791,34354,5552,59002,[USEP] Vshone,Badang,0,8,12,7468,37574,0,120137,[USEP] MYSO.,Valir,3,5,8,8258,53064,976,42981,[USEP] Dari,Baxia,2,10,11,7473,26837,0,152173,TEAM 7,Suyou,Kimmy,Lukas,Karrie,Fredrinn,Kalea,Zhuxin,Hayabusa,Cici,Pharsa,[TM7] Paоlо.,Karrie,10,4,11,12639,60479,18264,49648,[TM7] Meowmere,Fredrinn,8,0,19,11645,68390,4172,141817,[TM7] Khalil,Cici,6,2,12,10699,45298,5448,80696,[TM7] Feiyun,Pharsa,4,4,15,8872,45032,2372,30735,[TM7] Filix,Kalea,2,7,18,7843,20559,182,101256,15:26:00,Red,
317,WC BOTG Min 5,3,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,WC BOTG Min 6,1,732428853569652507,Sarimanok Esports - Kampilan,Kalea,Badang,Fanny,Irithel,Cici,Kimmy,Lukas,Cecilion,Baxia,Fredrinn,[SME] WAZAAA,Irithel,0,6,1,4387,21447,0,34617,[SME] ARMIN.,Fredrinn,1,5,4,4288,13478,0,61769,[SME] arcн |• pєαnut,Cici,3,5,3,4792,39104,760,67898,[SME] WawaKid,Kimmy,3,3,5,4754,46538,0,42981,[SME] Commander,Baxia,1,7,5,3634,17168,0,82462,DEEA - Agila,Freya,Floryn,Mathilda,Gatotkaca,Hayabusa,Granger,Chip,Phoveus,Hylos,Novaria,[DEEA] KIRR,Granger,16,0,6,10688,84137,17132,26059,[DEEA] Oying,Hayabusa,6,0,11,7608,44281,8293,20575,[USeP ] KhenTzy,Hylos,1,3,10,5380,19251,1521,84196,[USeP ] Impostor.,Novaria,3,0,16,6252,48404,1971,13071,[DEEA] Ch4kwawa,Gatotkaca,0,5,7,4202,17829,1025,75839,9:29:00,Red,
319,WC BOTG Min 6,2,732718171156647365,Sarimanok Esports - Kampilan,Floryn,Hayabusa,Kalea,Badang,Granger,Gatotkaca,Zhuxin,Cici,Julian,Selena,[SME] WAZAAA,Granger,3,6,4,8114,50635,0,52096,[SME] ARMIN.,Julian,2,5,3,7720,41458,0,63336,[SME] arcн |• pєαnut,Badang,1,7,3,6054,30585,0,110806,[SME] WawaKid,Selena,2,6,7,6248,35928,0,51037,[SME] Commander,Gatotkaca,3,7,2,6625,21856,0,112498,DEEA - Agila,Lukas,Freya,Mathilda,Hylos,Fanny,Harith,Phoveus,Chip,Baxia,Kimmy,[DEEA] KIRR,Harith,9,1,8,12149,101523,24944,51224,[DEEA] Oying,Fanny,5,3,2,7944,32804,5135,30748,[USeP ] KhenTzy,Hylos,5,2,12,7226,34873,1819,115721,[USeP ] Impostor.,Kimmy,11,1,11,10582,71723,8902,41255,[DEEA] Ch4kwawa,Baxia,1,4,18,7226,18124,345,99838,12:20:00,Red,
320,WC BOTG Min 6,3,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,WC BOTG Min 7,1,734831015893415603,TEAM 7,Hayabusa,Joy,Granger,Kalea,Karrie,Lukas,Moskov,Suyou,Gatotkaca,Cecilion,[TM7] SohCahToa,Karrie,9,1,13,10416,54563,26391,29844,[TM7] Meowmere,Lukas,8,2,14,10493,50500,5276,67970,[TM7] Khalil,Gatotkaca,3,2,15,8535,27848,670,89351,[TM7] Feiyun,Cecilion,6,1,23,8762,49800,2328,34261,[TM7] Filix,Kalea,3,5,22,7365,25854,462,92897,DEEA - Agila,Selena,Floryn,Fredrinn,Badang,Phoveus,Faramis,Mathilda,Chip,Fanny,Harith,[DEEA] KIRR,Harith,1,3,3,8571,51470,3118,44543,[DEEA] Oying,Fanny,6,3,4,9744,46303,9639,38447,[USeP ] KhenTzy,Phoveus,2,7,4,6342,38744,0,114575,[USeP ] Impostor.,Faramis,2,8,3,6619,40280,0,74288,[DEEA] Ch4kwawa,Badang,0,8,6,5697,20499,0,105868,13:10:00,Blue,
322,WC BOTG Min 7,2,735278813478665703,DEEA - Agila,Chip,Lukas,Fredrinn,Kalea,Phoveus,Fanny,Gloo,Gatotkaca,Irithel,Zhuxin,[DEEA] KIRR,Irithel,6,1,8,9391,36820,18553,28422,[DEEA] Oying,Fanny,9,1,5,9309,29290,12790,16866,[USeP ] KhenTzy,Phoveus,1,2,11,6452,28772,0,65354,[USeP ] Impostor.,Zhuxin,6,2,11,7235,33959,1925,29509,[DEEA] Ch4kwawa,Kalea,2,3,15,6319,21832,937,53393,TEAM 7,Kimmy,Karrie,Granger,Suyou,Badang,Moskov,Joy,Hayabusa,Cecilion,Tigreal,[TM7] SohCahToa,Moskov,1,4,2,6167,17472,0,29443,[TM7] Meowmere,Suyou,1,4,3,5261,23333,0,33410,[TM7] Khalil,Badang,2,6,3,5072,21438,0,61578,[TM7] Feiyun,Cecilion,5,2,2,6394,39582,0,32557,[TM7] Filix,Tigreal,0,8,5,4566,11423,0,75157,9:58:00,Blue,
#REF!,WC BOTG Min 7,3,735696984379507930,TEAM 7,Hayabusa,Joy,Fanny,Mathilda,Badang,Kimmy,Zhuxin,Cecilion,Moskov,Alpha,[TM7] SohCahToa,Moskov,3,3,5,11326,45410,228,67132,[TM7] Meowmere,Alpha,4,6,7,8330,41270,56,86663,[TM7] Khalil,Badang,2,2,7,8133,23819,0,147326,[TM7] Feiyun,Kimmy,4,4,8,10310,47436,0,64772,[TM7] Filix,Mathilda,2,5,12,8118,23342,0,107857,DEEA - Agila,Chip,Kalea,Fredrinn,Lukas,Phoveus,Granger,Irithel,Karrie,Baxia,Selena,[DEEA] KIRR,Granger,7,2,5,15734,94886,25018,44362,[DEEA] Oying,Lukas,4,1,7,13725,39006,14225,66515,[USeP ] KhenTzy,Phoveus,2,5,10,9269,40071,1185,108341,[USeP ] Impostor.,Selena,5,2,9,9408,57167,3355,35584,[DEEA] Ch4kwawa,Baxia,2,5,11,9151,21530,364,157911,17:00:00,Red,
324,WC BOTG Min 7,4,736266711791324885,TEAM 7,Hayabusa,Fanny,Phoveus,Lukas,Gatotkaca,Kimmy,Valentina,Zhuxin,Kaja,Karrie,[TM7] Paоlо.,Karrie,1,4,7,9855,24522,3278,50675,[TM7] Meowmere,Lukas,8,4,3,10110,40973,0,89360,[TM7] Khalil,Gatotkaca,4,2,8,10151,27415,0,201261,[TM7] Feiyun,Kimmy,3,3,8,8555,33576,0,44602,[TM7] Filix,Kaja,0,8,10,7659,14868,0,114179,DEEA - Agila,Chip,Kalea,Fredrinn,Badang,Mathilda,Joy,Harith,Granger,Irithel,Novaria,[DEEA] KIRR,Irithel,9,4,4,12939,92399,15390,47708,[DEEA] Oying,Joy,6,2,5,12900,50560,0,51764,[USeP ] KhenTzy,Badang,2,5,13,9605,48604,1585,114387,[USeP ] Impostor.,Novaria,4,2,14,9381,77344,813,18375,[DEEA] Ch4kwawa,Mathilda,0,3,17,8436,22483,1834,53415,15:26:00,Red,
325,WC BOTG Min 7,5,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,WC BOTG Min 8,1,746270592566918453,USEP Arctic,Freya,Chip,Irithel,Lukas,Selena,Baxia,Mathilda,Hylos,Granger,Chou,[USEP] GUTSS,Granger,16,1,5,13359,64964,9716,22671,[USEP] BBBBBBB,Lukas,4,1,17,11771,62647,14089,51103,[USEP] Vshone,Baxia,4,4,14,7040,30413,1732,98620,[USEP] MYSO.,Selena,2,0,13,7157,37735,3315,15189,[USEP] Dari,Chou,5,3,13,6968,16791,563,51480,Sarimanok Esports - Kampilan,Badang,Kalea,Fanny,Hayabusa,Kimmy,Valentina,Angela,Harith,Cici,Tigreal,[SME] WAZAAA,Kimmy,1,4,0,6991,26492,4811,34026,[SME] Khai.,Hayabusa,4,5,2,7359,31820,0,41000,[SME] arcн |• pєαnut,Cici,1,8,2,5513,22314,0,74381,[SME] ARMIN.,Valentina,1,6,2,5997,36888,0,55079,[SME] Commander,Tigreal,0,8,2,5093,8750,0,95704,12:42:00,Blue,
327,WC BOTG Min 8,2,746599599946695349,Sarimanok Esports - Budiak,Selena,Kalea,Lukas,Hayabusa,Phoveus,Baxia,X.Borg,Joy,Luo Yi,Kimmy,[SME] WAZAAA,Kimmy,8,0,8,10017,37839,23784,12877,[SME] Khai.,Hayabusa,8,0,8,10363,45709,3615,19119,[SME] arcн |• pєαnut,Phoveus,1,1,11,7041,23388,2776,39072,[SME] ARMIN.,Luo Yi,7,1,16,7900,52715,2576,30373,[SME] Commander,Baxia,4,1,20,7095,13313,511,64932,USEP Arctic,Freya,Chip,Mathilda,Chou,Badang,Karrie,Irithel,Granger,Pharsa,Lancelot,[USEP] GUTSS,Karrie,1,2,0,6704,12223,0,23210,[USEP] BBBBBBB,Lancelot,0,6,0,5329,11235,0,37041,[USEP] Vshone,Chou,1,7,0,4377,13474,0,76486,[USEP] MYSO.,Pharsa,0,5,3,4379,30456,0,32989,[USEP] Dari,Badang,1,8,1,4375,15320,0,67837,11:10:00,Red,
328,WC BOTG Min 8,3,747313440691162663,USEP Arctic,Freya,Hayabusa,Fredrinn,Joy,Baxia,Kimmy,Zhuxin,Cecilion,Brody,Gatotkaca,[USEP] GUTSS,Brody,6,5,6,11384,45519,7587,55834,[USEP] BBBBBBB,Joy,18,1,11,14757,108824,9865,86167,[USEP] Vshone,Gatotkaca,4,5,18,9212,44204,474,189929,[USEP] MYSO.,Kimmy,3,4,18,8516,34318,908,47640,[USEP] Dari,Baxia,2,4,17,8188,30520,875,140165,Sarimanok Esports - Kampilan,Selena,Kalea,Lukas,Chip,Phoveus,Irithel,Granger,Chou,Odette,Hanzo,[SME] WAZAAA,Irithel,6,5,7,10905,64248,893,62100,[SME] Khai.,Hanzo,4,5,8,9889,49895,129,60340,[SME] arcн |• pєαnut,Phoveus,1,6,9,7582,55096,2660,160070,[SME] ARMIN.,Odette,6,9,8,8533,73257,0,67810,[SME] Commander,Chip,2,8,11,7569,34883,0,133325,15:07:00,Blue,
329,WC Vis 1,1,191291823568557195,,,,,,,,,,,,[METC] Jhonn,Granger,5,3,5,9596,45873,1995,30644,[METC] SUPER NAVI.,Lukas,1,5,7,8136,34279,0,67012,[METC] Brightest Bri,Cici,0,3,4,7209,23753,5886,52016,[METC] INA Pinkman_,Kimmy,3,3,6,7876,37842,819,30783,[METC] FakeRz,Badang,2,4,6,6991,22449,0,71815,Pandamonium Esports,,,,,,,,,,,[PNDM] kai,Harith,7,3,6,10436,53672,26429,47643,[PNDM] kraken,Hayabusa,3,1,9,10435,31567,5124,36707,[PNDM] Mordecaiii_,Phoveus,2,3,9,8191,35699,4727,92746,[PNDM] Renzy`,Valentina,3,4,8,8406,30738,5908,54341,[PNDM] Lord Natsu,Baxia,3,0,12,7784,16904,1114,103951,13:29:00,Red,
330,WC Vis 1,2,193596696293122812,Pandamonium Esports,,,,,,,,,,,[PNDM] kai,Granger,6,3,5,8715,49922,12579,21236,[PNDM] kraken,Fanny,6,2,2,8182,33016,7880,20007,[PNDM] Mordecaiii_,Gloo,1,0,12,6013,22070,2448,68087,[PNDM] Renzy`,Kimmy,5,0,8,7121,49989,6447,23939,[PNDM] Lord Natsu,Gatotkaca,2,1,7,5361,22016,1018,50208,,,,,,,,,,,,[METC] Jhonn,Moskov,1,4,2,6231,14534,2939,30812,[METC] SUPER NAVI.,Hanzo,4,2,0,5889,18116,70,42329,[METC] Brightest Bri,Phoveus,0,4,1,4777,21160,0,69796,[METC] INA Pinkman_,Luo Yi,0,6,1,4494,41925,0,37990,[METC] FakeRz,Hylos,1,4,2,4647,16205,0,72716,9:58:00,Blue,
331,WC Vis 1,3,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,WC Vis 2,1,DEFAULT,SVX FIDES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Surge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blue,
333,WC Vis 2,2,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,WC Vis 2,3,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,WC Vis 3,1,148044200137385337,BCC E-SPORTS,,,,,,,,,,,[BCC] Super Dee,Irithel,1,2,2,8596,29043,4743,27083,[BCC] Izaan.,Lukas,4,6,1,8546,42660,520,88887,[BCC] RayLeigh,Cici,0,5,2,6336,42571,2694,87113,[BCC] Del.,Yve,0,1,4,6801,37068,1028,34623,[BCC] Sigbin,Mathilda,0,2,4,5704,14820,235,48782,Drago De Maasin,,,,,,,,,,,[DDM] Judoy.,Karrie,6,1,2,10142,35348,18459,35753,[DDM] GALOTEEZEEY,Fredrinn,5,1,8,10388,36180,3169,107253,[DDM] Dongkite,Phoveus,2,2,7,6886,41380,1462,114750,[DDM] Kikyo.,Luo Yi,2,1,6,7768,43969,2064,30801,[DDM] jermkite,Chip,1,0,9,6091,17660,1267,69074,13:42:00,Red,
336,WC Vis 3,2,148890875630381833,Drago De Maasin,,,,,,,,,,,[DDM] Judoy.,Irithel,3,2,3,8668,30623,4245,26084,[DDM] GALOTEEZEEY,Lukas,5,4,4,9491,29183,0,69569,[DDM] Dongkite,Cici,1,3,7,6455,15213,3921,79103,[DDM] Kikyo.,Cecilion,1,2,7,7392,39020,308,43020,[DDM] jermkite,Baxia,1,5,7,5884,11046,0,123128,BCC E-SPORTS,,,,,,,,,,,[BCC] Super Dee,Karrie,6,2,5,8590,40520,8048,21875,[BCC] Izaan.,Popol and Kupa,4,1,9,10875,47363,18000,35285,[BCC] RayLeigh,Phoveus,4,4,9,7293,37263,1571,83015,[BCC] Del.,Zhuxin,1,2,12,7748,42101,1095,50245,[BCC] Sigbin,Mathilda,1,2,13,7207,17840,1301,42914,13:07:00,Red,
337,WC Vis 3,3,149683881212047360,Drago De Maasin,,,,,,,,,,,[DDM] Judoy.,Karrie,9,5,3,11922,50649,9397,73950,[DDM] GALOTEEZEEY,Suyou,10,3,4,16299,54724,23084,72644,[DDM] Dongkite,Phoveus,2,5,10,8637,44733,0,150413,[DDM] Kikyo.,Faramis,4,3,13,11256,79393,313,77879,[DDM] jermkite,Badang,3,0,18,9419,48471,999,110210,BCC E-SPORTS,,,,,,,,,,,[BCC] Super Dee,Irithel,5,5,9,12923,74031,10379,67905,[BCC] Izaan.,Sun,4,5,8,13865,58211,18601,81951,[BCC] RayLeigh,Gloo,3,6,6,8748,23546,259,174111,[BCC] Del.,Zhuxin,2,6,10,9713,54593,0,87225,[BCC] Sigbin,Chip,2,6,8,8637,20236,262,110741,18:22:00,Blue,
338,WC Vis 4,1,760795171234178779,Rektikano Zeta,,,,,,,,,,,[REKT] A1ZZ GOD,Karrie,3,4,3,8022,22628,0,39684,"[REKT] Lover boy, RAJ",Hayabusa,2,3,1,8088,30193,4229,37152,[REKT] Fluxx.,Phoveus,1,5,2,5490,20010,0,82772,[REKT] Liham Nitrell,Cecilion,1,5,4,5805,33519,0,37944,[REKT] K’,Kalea,0,10,4,5318,12901,0,92936,SAGE Caritas,,,,,,,,,,,[SAGE] Rize,Wanwan,6,3,8,8653,42097,4183,23034,[SAGE] @chaiyixin,Yi Sun-shin,5,2,7,10463,42567,10759,23702,[SAGE] MASTER NEP,Badang,3,1,13,6770,45486,1804,58430,[SAGE] POKERR,Zhuxin,7,0,13,8314,34734,1595,44736,[SAGE] FLYNNN.,Baxia,6,1,10,6645,30517,542,60797,11:03:00,Red,
339,WC Vis 4,2,761085979174824900,SAGE Caritas,,,,,,,,,,,[SAGE] Rize,Beatrix,2,4,14,12775,74146,10985,67156,[SAGE] @chaiyixin,Yi Sun-shin,6,4,6,16842,58837,4041,56189,[SAGE] MASTER NEP,Phoveus,11,7,9,10977,109050,2490,199448,[SAGE] POKERR,Zhuxin,7,4,5,11109,45062,1466,81964,[SAGE] FLYNNN.,Baxia,1,8,16,9720,27943,1207,171843,Rektikano Zeta,,,,,,,,,,,[REKT] A1ZZ GOD,Harith,7,5,9,14321,63068,13690,68993,"[REKT] Lover boy, RAJ",Lukas,7,5,13,15504,72818,9307,127713,[REKT] Fluxx.,Gloo,3,6,17,11361,29438,140,147977,[REKT] Liham Nitrell,Yve,6,6,16,13810,107210,641,55859,[REKT] K’,Badang,4,5,13,11042,37112,92,179394,19:53:00,Red,
